class_name,class_description,score,path,rank
n03598930,jigsaw_puzzle,0.18383339047431946,BL_Egerton1895.jpg,2
n02843684,birdhouse,0.13041993975639343,BL_Egerton1895.jpg,3
n03014705,chest,0.0411454401910305,BL_Egerton1895.jpg,4
n02699494,altar,0.03163337707519531,BL_Egerton1895.jpg,5
n07248320,book_jacket,0.016441209241747856,BL_Egerton1895.jpg,6
n04192698,shield,0.01466603297740221,BL_Egerton1895.jpg,7
n02971356,carton,0.008753196336328983,BL_Egerton1895.jpg,8
n04548362,wallet,0.008748768828809261,BL_Egerton1895.jpg,9
n02840245,binder,0.008404894731938839,BL_Egerton1895.jpg,10
n03938244,pillow,0.008398009464144707,BL_Egerton1895.jpg,11
n03998194,prayer_rug,0.008105854503810406,BL_Egerton1895.jpg,12
n04548280,wall_clock,0.005946728866547346,BL_Egerton1895.jpg,13
n02978881,cassette,0.004879924934357405,BL_Egerton1895.jpg,14
n03710193,mailbox,0.004621022380888462,BL_Egerton1895.jpg,15
